"EID"	"Original_Sentence"	"Edited_Sentence"	"Annotation_Notes"
"1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d"	"I am so sorry to hear that. I wish there was something more you could do."	"I am so sorry to hear that. There is nothing more to do."	"replace: 'I wish there was something' -> 'There is nothing'; replace: 'you could' -> 'to'"
"4e8ec297294c7799259f6c489530da77b162aa75b2d52133fa7d5bef8bf46377"	"I was watching my cousin, who is only 13- years- old, being a pretty good motherly figure towards my 7- year- old nephew while were hanging out today. It is interesting to see how well she performs at a young age when dealing with kids, and how patient she stays when most adults would not be able to"	"I was watching my cousin, who is only 13 years old, being a pretty good motherly figure toward my 7-year-old nephew while we were hanging out today. It is interesting to see how well she performs at a young age when dealing with kids, and how patient she stays when most adults lack that patience."	"replace: '13- years-' -> '13 years'; replace: 'towards' -> 'toward'; replace: '7- year- old' -> '7-year-old'; add: 'we'; replace: 'would not be able to' -> 'lack that patience.'"
"dde802ed58ac7436dd4b72ee9f31f5b773921e58e98554ec3b76d75da6aee944"	"I Am so sorry.. I wish I could fix that for you."	"I am so sorry. I want to fix that for you."	"replace: 'Am' -> 'am'; replace: 'sorry..' -> 'sorry.'; replace: 'wish I could' -> 'want to'"
"8e6c600d6f4f3674b18eab87a52b106f3f3cbdede0e5f3f235ae074fc77e5c41"	"I wish I could make a cheescake."	"I wish I were able to make a cheesecake."	"replace: 'could' -> 'were able to'; replace: 'cheescake.' -> 'cheesecake.'"
"21fc86b75a6f2674197f8b33643e571174abe8c916b21521c9f1e547dad36a89"	"You should talk to your friend about it."	"Talk to your friend about it."	"replace: 'You should talk' -> 'Talk'"
"2828a0cd1a0df9bef0fefe20b0cc0776691c854137ef7f68e29ecb93b61fbe51"	"I got in a bit of an altercation with a co- worker today, and I am afraid it may lead to me losing my job. It started with a misunderstanding, and when they did not want to simply accept that it was a misunderstanding after I apologized, I decided to simply defend myself and there was a verbal back- and- forth witnessed by a few people. This is not the image I wanted to have at my job..."	"I got in a bit of an altercation with a co-worker today, and I am afraid I will lose my job. It started with a misunderstanding, and when they refused to accept that it was a misunderstanding after I apologized, I decided to defend myself, and there was a verbal back-and-forth witnessed by a few people. This is not the image I wanted to have at my job..."	"replace: 'co- worker' -> 'co-worker'; replace: 'it may lead to me losing' -> 'I will lose'; replace: 'did not want' -> 'refused'; remove: 'simply'; remove: 'simply'; replace: 'myself' -> 'myself,'; replace: 'back- and- forth' -> 'back-and-forth'"
"555b68c6ec17ecb781765834e557c709e8c8ced7fca31802b357adad767ed9ec"	"I was aggravated at myself when I failed my science test. I could have done more"	"I was aggravated at myself when I failed my science test. I did not do enough."	"replace: 'could have done more' -> 'did not do enough.'"
"f18fcbcfde8b57022ccb39069dad1e0e4d9442b0423e0e36de9032e090f84cb3"	"Yu should report him"	"Report him."	"replace: 'Yu should report him' -> 'Report him.'"
"cc1af2a0dc608ab5d54c437dc110df12f6c66b9aa3bfe7fa37238f4d99d0e831"	"I completely understand that. Things are always scary when it is happening to your kids, but there is hope! Have you ever heard of whole foods plant based diet? Or doctor Fuhrman, or doctor Michael Greger? I think it could heal your son!"	"I completely understand that. Things are always scary when it is happening to your kids, but there is hope! Have you ever heard of the whole-food, plant-based diet? Or Doctor Fuhrman, or Doctor Michael Greger? It has the potential to heal your son."	"replace: 'whole foods plant based' -> 'the whole-food, plant-based'; replace: 'doctor' -> 'Doctor'; replace: 'doctor' -> 'Doctor'; replace: 'I think it could' -> 'It has the potential to'; replace: 'son!' -> 'son.'"
"73a367c83694b70569465e9f9ad458d8a6b10bb0493163b9c91b29a185b9331d"	"I was fine until she brought it back with no gas and left trash allover the seat. I could not believe it"	"I was fine until she brought it back with no gas and left trash all over the seat. I did not believe it."	"replace: 'allover' -> 'all over'; replace: 'could' -> 'did'; replace: 'it' -> 'it.'"
"b3c3be3a7529ff03fb6e2947055af75b617ec9ba1b7bfbcad23d89665e1d07e5"	"It is rarely easy to know the right thing to do in these sorts of situations. This might be a situation that calls for some professional help."	"It is rarely easy to know the right thing to do in these sorts of situations. This is a situation that calls for some professional help."	"replace: 'might be' -> 'is'"
"b03419371ea4926078ce127de08a2f7909abc787684364059e1143ee81ef266a"	"You should of called and told them."	"You did not call and tell them."	"replace: 'should of called' -> 'did not call'; replace: 'told' -> 'tell'"
"ab9fe6c93b55dba3ab78727f5eda96717c894b33fa126f871a72a7070a03c1d2"	"You should tell them."	"Tell them."	"replace: 'You should tell' -> 'Tell'"
"eae60da2f544ca1ffac20c7d4d2ae618c835065339f0a72b2879c026f4447a31"	"You should return it."	"Return it."	"replace: 'You should return' -> 'Return'"
"49c7def955aba0831c26b6b13e4a5468cab6abe27747da42d7fba8d94207ff1a"	"You should of done it in person."	"The correct action was to do it in person."	"replace: 'You should of done' -> 'The correct action was to do'"
"a9686cd03f8403e045a44803f4eae33533e452fc903a3654830de37d1b4e436b"	"I am worried my cancer may return."	"I am worried about my cancer returning."	"add: 'about'; replace: 'may return.' -> 'returning.'"
"c082c20761a6a609b6b346611ecd5da239aee47222904aae11e21be23a4257fe"	"I received a bonus from work the other day. I actually could not believe it, but it felt nice to be appreciated!"	"I received a bonus from work the other day. I actually did not believe it, but it felt nice to be appreciated!"	"replace: 'could' -> 'did'"
"9a29e1bc49406fa72d3efee571079f6f3f2f737a5df0c912fbacec5dd1cdd9c4"	"I am coughing blood lately and I think it could be cancer."	"I am coughing blood lately and I am concerned about cancer."	"replace: 'think it could be' -> 'am concerned about'"
"04def29ac5b8527e3be42304a23b8c669ff15afa9d68449627073a45e815a2b4"	"It was, I was so excited to see him, I could not believe my eyes"	"I was so excited to see him; I did not believe my eyes."	"remove: 'It was,'; replace: 'him,' -> 'him;'; replace: 'could' -> 'did'; replace: 'eyes' -> 'eyes.'"
"9e23506d3d6f829f25112a27e1aef8cf5135ca36aad4d65f6a6e9e082daafb2e"	"They were hosting a competition and I received amazing feedback. I actually won first prize and"" the people 's choice"" award! I could not believe it!"	"They were hosting a competition and I received amazing feedback. I actually won first prize and the People's Choice award! I did not believe it!"	"replace: 'and""' -> 'and'; replace: 'people 's choice""' -> 'People's Choice'; replace: 'could' -> 'did'"
"338da07b9d188566b5d3a2f738ddecd421233219349777404b84ec0cbdb8a413"	"Someone broke my window with a soccer ball. I made angry. I could not find who it was"	"Someone broke my window with a soccer ball. I was angry. I did not find who it was."	"replace: 'made' -> 'was'; replace: 'could' -> 'did'; replace: 'was' -> 'was.'"
"7c0fbf1b47f15f8a78167c8072214b215c7ca9f8f316f7c1133220b56dfed8e1"	"That is so bad, the police should be called for that."	"That is so bad. Call the police."	"replace: 'bad,' -> 'bad. Call'; replace: 'police should be called for that.' -> 'police.'"
"a4c61da7be71799d0ec80c34250e70a6b15ea10c94ed96ee1cb594fbd0e81b69"	"oh wow i could not even imagine"	"oh wow i have no idea"	"replace: 'could not even imagine' -> 'have no idea'"
"7302755800714af240f6da7bd8edbd055523f9e3489e1123aa3300023e4780d6"	"That could be possible, make sure you watch out during the night time!"	"That is the case; make sure you watch out during the night time!"	"replace: 'could be possible,' -> 'is the case;'"
"c98ffa1e9148126b6e44f8dc37c1e0fd8303f2a78a38e394e8fe04464b72eef2"	"When I go to the mall to buy clothes, I always feel so envious of others who are buying expensive items. I wish I could afford those things!"	"When I go to the mall to buy clothes, I always feel so envious of others who are buying expensive items. I cannot afford those things."	"replace: 'wish I could' -> 'cannot'; replace: 'things!' -> 'things.'"
"2494aaa56f305a41e410fe0a8394c5d6b18951cc283c9d9e52405787f38488ea"	"It is one where fats are 75% of the diet, protein is 20%, and carbohydrates are 5%. It is very difficult to do, but I think I am going to do it. You should look it up to see what it is all about"	"It is one where fats are 75% of the diet, protein is 20%, and carbohydrates are 5%. It is very difficult to do, but I am going to do it. Look it up to see what it is all about."	"remove: 'think I'; replace: 'You should look' -> 'Look'; replace: 'about' -> 'about.'"
"ff9b2708839408b4a647781e4bad6483e704f6c9fa40fdae2f3c9a4cd3c6a340"	"That is absolutely amazing. That could be an inspiration to so many different people."	"That is absolutely amazing. That is an inspiration to so many different people."	"replace: 'could be' -> 'is'"
"edf332838b11c9816511b677023187e14723889cc9ce7f7646bd40f55c8ad20f"	"You know that almost sounds like that could be a movie. There are so many people caught up with drugs today in the United States and around the world"	"You know that almost sounds like a movie. There are so many people caught up with drugs today in the United States and around the world."	"remove: 'that could be'; replace: 'world' -> 'world.'"
"1fc8df8cfd48ae5c209406beed1e5a1c0035b4b59d34e1c750b6183a428bb38f"	"I know right? We could have gotten so much worse in life."	"I know right? We didn't get much worse in life."	"replace: 'could have gotten so' -> 'didn't get'"
"f4d28fb1d081805a6c484a3ad6e66d21d2b07a2faf4d3e69ab9f38f71631e133"	"I am so angry my co- worker stole from me yesterday. How could they do this to me..."	"I am so angry my co-worker stole from me yesterday. How did they do this to me..."	"replace: 'co- worker' -> 'co-worker'; replace: 'could' -> 'did'"
"0e49e8001a960770d6b83b7cbe5019653c48ea55296263fa3fc4dddeb6aa2733"	"Are you guys close? You should visit him sometime?"	"Are you guys close? Visit him sometime."	"replace: 'You should visit' -> 'Visit'; replace: 'sometime?' -> 'sometime.'"
"d70b977daa201c2dc1c7e71c8d27a9aa6e71a64b1623ff0244d44e56bff5d83f"	"I walked out of a store without paying for an item and could not be bothered to go back in to return it."	"I walked out of a store without paying for an item and did not go back in to return it."	"replace: 'could' -> 'did'; remove: 'be bothered to'"
"dde7c396b3ccece302118d94ea2f4491a9535c7e71bfd084f1d4e1fec206a5a1"	"Yeah, I saw a triple axle and was awe- struck. They must have been practicing for years!"	"Yeah, I saw a triple axle and was awe-struck. They had been practicing for years!"	"replace: 'awe- struck.' -> 'awe-struck.'; replace: 'must have' -> 'had'"
"0c09a3a4f2b35146b6999bf88189ceee06b1fcc066ce98b15a7f0f23f6caad6f"	"That must be very exciting! I hope to get a new vehicle soon as well."	"That is very exciting! I want to get a new vehicle soon as well."	"replace: 'must be' -> 'is'; replace: 'hope' -> 'want'"
"4582bec55b67ffe8cfb471d7cbeb7d48dba610884753931e3f92e13f2d9ed2a8"	"Well, you should know that your feelings are a normal thing to happen in this event."	"Well, your feelings are a normal occurrence in this event."	"remove: 'you should know that'; replace: 'thing to happen' -> 'occurrence'"
"df8cac6a531134a0fed09c9a0e1f93a6a86e4c025c8569416025ec3a755538f3"	"You should have talked to your mom."	"You were expected to talk to your mom."	"replace: 'should have talked' -> 'were expected to talk'"
"b961883c28a4f4454e155ee9f6d89e5dbb073a6197ec3aedef6a59d05c61626f"	"I definitely was! I felt so shame that I could not look anyone in the eyes for the rest of the day."	"I was so ashamed that I did not look anyone in the eye for the rest of the day."	"replace: 'definitely was! I felt' -> 'was'; replace: 'shame' -> 'ashamed'; replace: 'could' -> 'did'; replace: 'eyes' -> 'eye'"
"d46f1506a81c3a354f12425c1dce7af196c6c437a54be1f61e0b5490c33e5940"	"Oh dear, sounds like a serious accident. I am glad you are okay! Could have been terrible."	"Oh dear, that is a serious accident. I am glad you are okay! It was a close call."	"replace: 'sounds like' -> 'that is'; replace: 'Could have been terrible.' -> 'It was a close call.'"
"8a132bd3044215621186020017c02a264e660cdf96cf253f55d34a731b50bae2"	"At least you did not get into an accident. I guess it could have been a lot worse."	"At least you did not get into an accident. The situation was a lot less severe."	"replace: 'I guess it could have been' -> 'The situation was'; replace: 'worse.' -> 'less severe.'"
"dce39a4f4f0493bb5b9f04c403bc1627605e4a36bab4175222378bcb5b338dde"	"Wow! That is amazing. It must be so awesome that they have each other to hang out and have fun with."	"Wow! That is amazing. It is so awesome that they have each other to hang out and have fun with."	"replace: 'must be' -> 'is'"
"11a0f123eeddbb3b01498b2ae7d927efcd7ee9c8bed855d52a67e9bfd6089b65"	"I baked a batch of cookies for my kid 's birthday party. The only problem was I could not resist eating a few before the party. They were so good."	"I baked a batch of cookies for my kid's birthday party. The only problem was I ate a few before the party. They were so good."	"replace: 'kid 's' -> 'kid's'; replace: 'could not resist eating' -> 'ate'"
"f6089fed84d5a9e5e7a0f719524699a1194783c8f2f862c0520525ee2f871799"	"Wow, that must be quite some distance then! Have a safe flight!"	"Wow, that is quite some distance then! Have a safe flight!"	"replace: 'must be' -> 'is'"
"bf183e068fc8f988ea536b3bee74ad51101cf0df5262d10864e6e69e910fe575"	"I waited for two weeks for my final grades. It seemed to take forever to get them. I could not stand it."	"I waited for two weeks for my final grades. It took forever to get them. I hated it."	"replace: 'seemed to take' -> 'took'; replace: 'could not stand' -> 'hated'"
"5e8370379a7dd4ebb6a2b7464f95b904e2de3be30d265bf7025a830816941d6e"	"I opened up my fridge the other day and could not believe my eyes when it was completely empty. Turns out I was the victim of an April Fool 's prank by my kids! They got me good!"	"I opened up my fridge the other day and found it completely empty. It turned out I was the victim of an April Fool's prank by my kids! They got me good!"	"replace: 'could not believe my eyes when' -> 'found'; remove: 'was'; replace: 'Turns' -> 'It turned'; replace: 'Fool 's' -> 'Fool's'"
"143007c3eec283ab0d7da99d0d3c2870e880462ba32792e9f679e5ca1de2a9ba"	"please do not laugh, but i actually cried at the end i could not stop the water works"	"Please do not laugh, but I actually cried at the end. I was unable to stop the waterworks."	"replace: 'please' -> 'Please'; replace: 'i' -> 'I'; replace: 'end i could not' -> 'end. I was unable to'; replace: 'water works' -> 'waterworks.'"
"23c2137200bacf7975c6f024ba29281dbbf2734dd04a588149d1ea01d910c885"	"Yea, she asked for me number. And she just texted me. She was gorgeous. I could not believe it."	"Yea, she asked for my number. And she just texted me. She was gorgeous. I did not believe it."	"replace: 'me' -> 'my'; replace: 'could' -> 'did'"
"abe1dc9a93b4463c0f13a5e96245b09e9e0070ab9b8e9143991952b7ced2210c"	"Yeah you should be really greatful!"	"Yeah you are really grateful!"	"replace: 'should be' -> 'are'; replace: 'greatful!' -> 'grateful!'"
"6b4f5cdf48876381cec5d69f2d16d228406abcb128f2c45f25531acb3d113333"	"The way he was was pitching last night, it might be soon"	"The way he was pitching last night indicates it is soon."	"remove: 'was'; replace: 'night,' -> 'night indicates'; replace: 'might be soon' -> 'is soon.'"
"718883d4f4822f1204d7df4a26156065fa74206c64e5d95074a67e509c23b02a"	"What is interesting is that I was certain he had caught me, but what I did not realize was that one travelling behind me on the interstate must have been going faster than I was."	"What is interesting is that I was certain he had caught me, but what I did not realize was that one travelling behind me on the interstate was going faster than I was."	"replace: 'must have been' -> 'was'"
"ec5269f3f828b906a3dade2a0b2cfb4e53191516bec72a8f6462f8b7ded8ac52"	"I agree. It must be hard to get any sleep. I feel bad for any animals in the area too!"	"I agree. It is hard to get any sleep. I feel bad for any animals in the area too!"	"replace: 'must be' -> 'is'"
"3498556dafef940bb4b91e8b7534e7993c372f07120253c38f53731bc73422ea"	"That is impressive. He must have been prepared well for the switch."	"That is impressive. He was prepared well for the switch."	"replace: 'must have been' -> 'was'"
"86a4f5eb63f284f8a904e898fd02d71d95c3fe345d820072fd1f14566caec67f"	"This may be bad but I am so happy my kids are going back to school. I love being home with the quietness during the day."	"This is bad but I am so happy my kids are going back to school. I love being home with the quietness during the day."	"replace: 'may be' -> 'is'"
"18b671b05b6c75d0aff81f712f9a3602ad59daa9867e658a16bf30fa236670c1"	"you should probably ask to go to couples counseling.. it works if you all are both trying to save your marriage"	"Ask to go to couples counseling. It works when you both try to save your marriage."	"replace: 'you should probably ask' -> 'Ask'; replace: 'counseling.. it' -> 'counseling. It'; replace: 'if' -> 'when'; remove: 'all are'; replace: 'trying' -> 'try'; replace: 'marriage' -> 'marriage.'"
"f45a487a289efcc8eeec7f4b0fe0556b38396338b01fb50267b1e9d906df716c"	"that is great, that is how you should be"	"that is great, that is how you are"	"replace: 'should be' -> 'are'"
"385ea1418dd1550e6d7b0743dc4dd52b7ceef5b9d7559e2c264f18f195a7abfc"	"You only have one mother, you should love her no matter what."	"You only have one mother; love her no matter what."	"replace: 'mother, you should' -> 'mother;'"
"5fbe0a4395aba60d8546fb7533277af3c6c1d8b9315d1675f325ae90b090e5de"	"I am too scared to go to the Halloween party. I might freak out at some of the costumes."	"I am too scared to go to the Halloween party. I fear freaking out at some of the costumes."	"replace: 'might freak' -> 'fear freaking'"
"fdd83c1bf80b05457d0fe603d3d766ae574964b69b7bf0e41d0558981fe57f90"	"That is bad. You should had planned your vacation together."	"That is bad. You did not plan your vacation together."	"replace: 'should had planned' -> 'did not plan'"
"b69ed1b1cde4a98358f350cd40a3997f9ee971dc16a0568ba17df560db6c3860"	"Yeah but I feel like I should tell the owner"	"Yeah, but I will tell the owner."	"replace: 'Yeah' -> 'Yeah,'; replace: 'feel like I should' -> 'will'; replace: 'owner' -> 'owner.'"
"555bf96d590c546aebe177a8e368583c9a7378553a030ef8a87d31db4e771420"	"That is wonderful, it must feel good to see your preparation pay off."	"That is wonderful, it feels good to see your preparation pay off."	"replace: 'must feel' -> 'feels'"
"cb2fc4f291e804ff613c5cb679cb37a9e86dc3f959754864678a29c620cbaa14"	"It should be about a 20- 25% increase."	"It is a 20-25% increase."	"replace: 'should be about' -> 'is'; replace: '20- 25%' -> '20-25%'"
"ac33bd67b0efa2cb4120e7dfa9e1ea50c87a8f8e6bf94355c963f6b468380e8e"	"Congrats. You must be very proud of her."	"Congrats. You are very proud of her."	"replace: 'must be' -> 'are'"
"8015f241678321a7d1a9864b47110ec3afec7405643aea38d0552cceacbe0350"	"That is great! Congratulations and well done. He must practice long and hard to get to that stage in the game."	"That is great! Congratulations and well done. He practiced long and hard to get to that stage in the game."	"replace: 'must practice' -> 'practiced'"
"b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd"	"Haha! That is hilarious from my perspective, but must have been embarrassing for you! What did you do?"	"Haha! That is hilarious from my perspective, but that was embarrassing for you! What did you do?"	"replace: 'must have been' -> 'that was'"
"a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0"	"i agree 100%, you make a commitment, should stick too it"	"I agree 100%. If you make a commitment, you stick to it."	"replace: 'i' -> 'I'; replace: '100%,' -> '100%. If'; replace: 'should' -> 'you'; replace: 'too it' -> 'to it.'"
"fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef"	"that is rude of them, they should at least wave a thank you or something"	"That is rude of them. They owe at least a thank-you wave or something."	"replace: 'that' -> 'That'; replace: 'them, they should' -> 'them. They owe'; add: 'a thank-you'; remove: 'a thank you'; replace: 'something' -> 'something.'"
"4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b"	"i have 4 outstanding kids returning to my team, this season should be great"	"I have 4 outstanding kids returning to my team. This season looks great."	"replace: 'i' -> 'I'; replace: 'team, this' -> 'team. This'; replace: 'should be great' -> 'looks great.'"
"ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5"	"You should not be jealous. There is no need for that"	"Don't be jealous. There is no need for that."	"replace: 'You should not' -> 'Don't'; replace: 'that' -> 'that.'"
"ded288d30ca6f9b54952ba1572cd08b35d16e0a1262f5647a1b1e2ae58e989d9"	"Not yet. I think she should say something first."	"Not yet. She is the one to speak first."	"replace: 'I think she should say something' -> 'She is the one to speak'"
"d11004c0576ffd76d9ee1af48fd13290444a8c754a57e12c8927635a9c1d9cc1"	"You should find the local cafe or something"	"Find the local cafe or something."	"replace: 'You should find' -> 'Find'; replace: 'something' -> 'something.'"
"f1a44fc44c1823c4dc4dcf49e7dc51577d5a7518fd9984b02126e2ca2307fac1"	"LOL! I love it! What a cute name. I might use that in the future."	"LOL! I love it! What a cute name. I plan to use that in the future."	"replace: 'might' -> 'plan to'"
"a898b9bc715db607c3410f9297aff7ddd5fd0720a9544ed23cc4eb7acbc3e81e"	"My favorite band, Green Day. It should be a lot of fun. Are you doing anything exciting soon?"	"My favorite band, Green Day. It will be a lot of fun. Are you doing anything exciting soon?"	"replace: 'should' -> 'will'"
"911669866dc57932ef4defe3022f0d4911f256cf0e4f8fe14d1e9c7cc3349ae8"	"You should get some good storage totes and pack it all up so its safe"	"Get some good storage totes and pack it all up so it's safe."	"replace: 'You should get' -> 'Get'; replace: 'its safe' -> 'it's safe.'"
"eeaffbdf6caa7c914967bed0c11f5f008b39f6e264c558a4df3f01be7b0c8ca6"	"ah ok. If intuition tells not to fly. Let Us not take chance. you should skip the flight"	"ah ok. If intuition tells you not to fly, let us not take a chance. Skip the flight."	"add: 'you'; replace: 'fly. Let Us' -> 'fly, let us'; add: 'a'; replace: 'you should skip' -> 'Skip'; replace: 'flight' -> 'flight.'"
"8e3ea4c09b5fb49b15c3f69b2b9e3ec61f4467c249fe27368fb67c7b97eedc3d"	"maybe you should have a talk with her"	"Have a talk with her."	"replace: 'maybe you should have' -> 'Have'; replace: 'her' -> 'her.'"
"3b34f6408d5cff01a63dcb7ba24b50b856f089c9a79206211898d440d986bdff"	"You should have called the police if they did not listen to you"	"Calling the police was the correct action if they did not listen to you."	"replace: 'You should have called' -> 'Calling'; add: 'was the correct action'; replace: 'you' -> 'you.'"
"b3c86047116cd537dbb1120a4172a6dc3198642738bc1fa0596109aaffea0623"	"No, and He really should not have told. He promised me."	"No, and he really had no right to tell. He promised me."	"replace: 'He' -> 'he'; replace: 'should not have told.' -> 'had no right to tell.'"
"e9aea98106ff1bfab3f6ec4d58316b9353fca868a116bcb69c5979d65529c48c"	"there are other options in life but you must always follow your heart when making such important decisions."	"There are other options in life, but follow your heart when making such important decisions."	"replace: 'there' -> 'There'; replace: 'life' -> 'life,'; remove: 'you must always'"
"e6681ad1a749c79849969dddd04550a0fde8b5f6a19e33a3a85afd58691ae06c"	"Well do not tell me what happens, I might just go watch it all now lol"	"Well, do not tell me what happens; I will go watch it all now lol"	"replace: 'Well' -> 'Well,'; replace: 'happens,' -> 'happens;'; replace: 'might just' -> 'will'"
"2b4b83642b99d7b561adb3b4930e7b6e85064ab099d7f73b2bf17bafa2cb8bf5"	"My husband has been travelling for work for years now and we just found out that he might be able to work from home anywhere in the world. I really want it to work out!"	"My husband has been travelling for work for years now and we just found out that he can work from home anywhere in the world. I really want it to work out!"	"replace: 'might be able to' -> 'can'"
"4a2c1e92a2b6b5672a16feb2a234d4762a99c03c849835d649a328f9cfd536f9"	"There is a bad storm coming in tonight. I am nervous about the damage it might do."	"There is a bad storm coming in tonight. I am nervous about the damage from it."	"replace: 'it might do.' -> 'from it.'"
"3de201c13c3dbe165326a7be84b3d28389b0eb18b4e0e32682aeb388b284d009"	"Yeah, my wife and I might be going out to dinner and a movie, so it is going to turn out to be a good day!"	"Yeah, my wife and I are going out to dinner and a movie, so it is a good day!"	"replace: 'might be' -> 'are'; remove: 'going to turn out to be'"
"d7d026785b9a53b71b45405339be8dffe50ce09e0abbbcf1d401f2a17b8b9a1c"	"i might be taking a trip to see my family within the month or within the next 4 months"	"I have a potential trip to see my family within the month or within the next 4 months."	"replace: 'i might be taking' -> 'I have'; add: 'potential'; replace: 'months' -> 'months.'"
"2164578985576da6a6b52f53245e8a8d40b41967d43ecbbda462d59ba22e39d8"	"Do not you worry, your tomorrow might be great. Just take it each day at a time."	"Do not worry, your tomorrow is great. Just take it a day at a time."	"remove: 'you'; replace: 'might be' -> 'is'; replace: 'each' -> 'a'"
"85f17e0390692cbbd97c38e1e11ac467dbfe4713ffa9bf4ba449e20769b4d4b9"	"I have been trying to have a baby for a long time. My girlfriend thought she might be pregnant so she took a pregnancy test. Waiting for the results was so nerve wracking~"	"I have been trying to have a baby for a long time. My girlfriend suspected she was pregnant, so she took a pregnancy test. Waiting for the results was so nerve-wracking."	"replace: 'thought' -> 'suspected'; replace: 'might be pregnant' -> 'was pregnant,'; replace: 'nerve wracking~' -> 'nerve-wracking.'"
"43a5803d37d591172a3a2893d6903fc294f9dd2791929e5e875b0552b62634d1"	"I am planning on going out to a party this evening. I want to meet a new girlfriend and think there might be a good girl there."	"I am planning on going out to a party this evening. I want to meet a new girlfriend and a good girl is attending."	"remove: 'think there might be'; replace: 'there.' -> 'is attending.'"
"a59ae073f8a286e7ce3a4ed4c429da225b225cc42515e828f94c6e9364c0b9c8"	"Next week might be fun..... kind of scared though:/"	"Next week will be fun, but I'm scared."	"replace: 'might' -> 'will'; replace: 'fun..... kind of scared though:/' -> 'fun, but I'm scared.'"
"72258b495c04922191d823dffc06b9450e7819a1bebc6a7c048e7edd4c6bdb05"	"That might be a problem:-)"	"That is a problem:-)"	"replace: 'might be' -> 'is'"
"7b4d335fc406378b6e3261492ea16de04974cb352b233f3a85371ad0ea523e67"	"I get excited around men and not sure if I might be gay"	"I get excited around men and am gay."	"replace: 'not sure if I might be gay' -> 'am gay.'"
"46078ea6006b78726ac77c19b505581c3c76979c6cf7ef3bc9c29e56c36a0d24"	"Yes may very well be gay. Nothing wrong with that. I Have had alot of gay friends."	"Yes, they are gay. Nothing wrong with that. I have had a lot of gay friends."	"replace: 'Yes may very well be' -> 'Yes, they are'; replace: 'Have' -> 'have'; replace: 'alot' -> 'a lot'"
"ba9c4911d3775ecb3140e952ab9a0629d629e7fa67c75e5f5b5956a68d630ddb"	"I might get a haircut tonight. Nothing like a high fade to get me feeling fresh and ready to chat up some honeys"	"I plan to get a haircut tonight. Nothing like a high fade to get me feeling fresh and ready to chat up some honeys"	"replace: 'might' -> 'plan to'"
"3b13708d9933a01db9943efc0cde1e2b59dcc3ea7ae78bcf6860548b7273495f"	"He had a gambling problem. I think I might be alone forever"	"He had a gambling problem. I fear being alone forever."	"replace: 'think I might be' -> 'fear being'; replace: 'forever' -> 'forever.'"
"fdd3bed44e4bf971b0a14e7bb81143d947174978d28d0b321db62536ea41abd5"	"Oh wow, so it actually works? I might have to give it a try and let me mother know about it, she has a lot of pain in her legs as well."	"Oh wow, so it actually works. I will try it and let my mother know about it; she has a lot of pain in her legs as well."	"replace: 'works?' -> 'works.'; replace: 'might have to give' -> 'will try'; remove: 'a try'; replace: 'me' -> 'my'; replace: 'it,' -> 'it;'"
"ec663d24afc30be1c7297ee8d73cb53daa6d556f2674ec38c9fbed19e9ce969e"	"Thanks! It is weird because I never really wanted to run or anything before, but when I realized I might never be able to really run like I used to could, it really bummed me out."	"Thanks! It is weird because I never really wanted to run or anything before, but when I realized my ability to really run like I used to was gone, it really bummed me out."	"replace: 'I might never be able' -> 'my ability'; replace: 'could,' -> 'was gone,'"
"34ecac235442888ab6bb643b689bc1bb8874eee8105e471c9d737a540c0c4240"	"Well I guess they might say my blood pressure is too high or something, I do not know really."	"Well, they say my blood pressure is too high or something. I do not know."	"replace: 'Well I guess' -> 'Well,'; remove: 'might'; replace: 'something,' -> 'something.'; replace: 'know really.' -> 'know.'"
"31ddad9d02514eb485fda55a2a6b4508411a601b2effa73b754d2733b5614df1"	"I think the meat might have expired, which was my fault"	"The meat expired, which was my fault."	"replace: 'I think the' -> 'The'; remove: 'might have'; replace: 'fault' -> 'fault.'"
"86b71d15d57ef4a2eddb105bfed96885d1608bc753c4251a6093c6a02bd65537"	"Might be worth it, rather than someone else picking it up."	"It is worth it, rather than someone else picking it up."	"replace: 'Might be' -> 'It is'"
"b7d3b176841afd02d0b572d67801ac5a641afb9bd2002df69af1252ad8e76d7a"	"Hmm that might actually be good, I think it is the ketchup that I do not like about meatloaf. Bon appetit!"	"Hmm that is actually good, it is the ketchup that I do not like about meatloaf. Bon appetit!"	"replace: 'might' -> 'is'; remove: 'be'; remove: 'I think'"
"3f5f1738e454ffe6d90385867f19346572ab4c6f5fe06d7f1a530bb72f3d5a61"	"OH YEAH! We might put an offer in tomorrow!"	"OH YEAH! We plan to put an offer in tomorrow!"	"replace: 'might' -> 'plan to'"
"d65e2fee4129f711e0fdbff4c1f2f7a5ac6b26f626c65af496c0cbf4902a182e"	"You may need a vacation or take a little break you do not want to overwork or wear your body down to much."	"You need a vacation or a little break; you do not want to overwork or wear your body down too much."	"remove: 'may'; remove: 'take'; replace: 'break' -> 'break;'; replace: 'to' -> 'too'"
