sentence,entailment
"""The ambulance had responded to the emergency"" entails ""The ambulance has acted on the emergency""",0
"""The ambulance had responded to the emergency"" entails ""The ambulance had acted on the emergency""",1
"""The ambulance had responded to the emergency"" entails ""The ambulance will act on the emergency""",0
"""The ambulance had responded to the emergency"" entails ""The ambulance acts on the emergency""",0
"""The ambulance had responded to the emergency"" entails ""The ambulance acted on the emergency""",1
"""The ambulance will respond to the emergency"" entails ""The ambulance is acting on the emergency""",0
"""The ambulance will respond to the emergency"" entails ""The ambulance was acting on the emergency""",0
"""The ambulance will respond to the emergency"" entails ""The ambulance has acted on the emergency""",0
"""The ambulance will respond to the emergency"" entails ""The ambulance had acted on the emergency""",0
"""The ambulance will respond to the emergency"" entails ""The ambulance will act on the emergency""",1
"""The ambulance will respond to the emergency"" entails ""The ambulance acts on the emergency""",0
"""The ambulance will respond to the emergency"" entails ""The ambulance acted on the emergency""",0
"""The ambulance responds to the emergency"" entails ""The ambulance is acting on the emergency""",1
"""The ambulance responds to the emergency"" entails ""The ambulance was acting on the emergency""",0
"""The ambulance responds to the emergency"" entails ""The ambulance has acted on the emergency""",0
"""The ambulance responds to the emergency"" entails ""The ambulance had acted on the emergency""",0
"""The ambulance responds to the emergency"" entails ""The ambulance will act on the emergency""",0
"""The ambulance responds to the emergency"" entails ""The ambulance acts on the emergency""",1
"""The ambulance responds to the emergency"" entails ""The ambulance acted on the emergency""",0
"""The ambulance responded to the emergency"" entails ""The ambulance is acting on the emergency""",0
"""The ambulance responded to the emergency"" entails ""The ambulance was acting on the emergency""",1
"""The ambulance responded to the emergency"" entails ""The ambulance has acted on the emergency""",0
"""The ambulance responded to the emergency"" entails ""The ambulance had acted on the emergency""",1
"""The ambulance responded to the emergency"" entails ""The ambulance will act on the emergency""",0
"""The ambulance responded to the emergency"" entails ""The ambulance acts on the emergency""",0
"""The ambulance responded to the emergency"" entails ""The ambulance acted on the emergency""",1
"""Liverpool is playing against Arsenal"" entails ""Liverpool is competing with Arsenal""",1
"""Liverpool is playing against Arsenal"" entails ""Liverpool was competing with Arsenal""",0
"""Liverpool is playing against Arsenal"" entails ""Liverpool has competed with Arsenal""",0
"""Liverpool is playing against Arsenal"" entails ""Liverpool had competed with Arsenal""",0
"""Liverpool is playing against Arsenal"" entails ""Liverpool will compete with Arsenal""",0
"""Liverpool is playing against Arsenal"" entails ""Liverpool competes with Arsenal""",1
"""Liverpool is playing against Arsenal"" entails ""Liverpool competed with Arsenal""",0
"""Liverpool was playing against Arsenal"" entails ""Liverpool is competing with Arsenal""",0
"""Liverpool was playing against Arsenal"" entails ""Liverpool was competing with Arsenal""",1
"""Liverpool was playing against Arsenal"" entails ""Liverpool has competed with Arsenal""",0
"""Liverpool was playing against Arsenal"" entails ""Liverpool had competed with Arsenal""",1
"""Liverpool was playing against Arsenal"" entails ""Liverpool will compete with Arsenal""",0
"""Liverpool was playing against Arsenal"" entails ""Liverpool competes with Arsenal""",0
"""Liverpool was playing against Arsenal"" entails ""Liverpool competed with Arsenal""",1
"""Liverpool has played against Arsenal"" entails ""Liverpool is competing with Arsenal""",0
"""Liverpool has played against Arsenal"" entails ""Liverpool was competing with Arsenal""",1
"""Liverpool has played against Arsenal"" entails ""Liverpool has competed with Arsenal""",1
"""Liverpool has played against Arsenal"" entails ""Liverpool had competed with Arsenal""",0
"""Liverpool has played against Arsenal"" entails ""Liverpool will compete with Arsenal""",0
"""Liverpool has played against Arsenal"" entails ""Liverpool competes with Arsenal""",0
"""Liverpool has played against Arsenal"" entails ""Liverpool competed with Arsenal""",1
"""Liverpool had played against Arsenal"" entails ""Liverpool is competing with Arsenal""",0
"""Liverpool had played against Arsenal"" entails ""Liverpool was competing with Arsenal""",1
"""Liverpool had played against Arsenal"" entails ""Liverpool has competed with Arsenal""",0
"""Liverpool had played against Arsenal"" entails ""Liverpool had competed with Arsenal""",1
"""Liverpool had played against Arsenal"" entails ""Liverpool will compete with Arsenal""",0
"""Liverpool had played against Arsenal"" entails ""Liverpool competes with Arsenal""",0
"""Liverpool had played against Arsenal"" entails ""Liverpool competed with Arsenal""",1
"""Liverpool will play against Arsenal"" entails ""Liverpool is competing with Arsenal""",0
"""Liverpool will play against Arsenal"" entails ""Liverpool was competing with Arsenal""",0
"""Liverpool will play against Arsenal"" entails ""Liverpool has competed with Arsenal""",0
"""Liverpool will play against Arsenal"" entails ""Liverpool had competed with Arsenal""",0
"""Liverpool will play against Arsenal"" entails ""Liverpool will compete with Arsenal""",1
"""Liverpool will play against Arsenal"" entails ""Liverpool competes with Arsenal""",0
"""Liverpool will play against Arsenal"" entails ""Liverpool competed with Arsenal""",0
"""Liverpool plays against Arsenal"" entails ""Liverpool is competing with Arsenal""",1
"""Liverpool plays against Arsenal"" entails ""Liverpool was competing with Arsenal""",0
"""Liverpool plays against Arsenal"" entails ""Liverpool has competed with Arsenal""",0
"""Liverpool plays against Arsenal"" entails ""Liverpool had competed with Arsenal""",0
"""Liverpool plays against Arsenal"" entails ""Liverpool will compete with Arsenal""",0
"""Liverpool plays against Arsenal"" entails ""Liverpool competes with Arsenal""",1
"""Liverpool plays against Arsenal"" entails ""Liverpool competed with Arsenal""",0
"""Liverpool played against Arsenal"" entails ""Liverpool is competing with Arsenal""",0
"""Liverpool played against Arsenal"" entails ""Liverpool was competing with Arsenal""",1
"""Liverpool played against Arsenal"" entails ""Liverpool has competed with Arsenal""",0
"""Liverpool played against Arsenal"" entails ""Liverpool had competed with Arsenal""",1
"""Liverpool played against Arsenal"" entails ""Liverpool will compete with Arsenal""",0
"""Liverpool played against Arsenal"" entails ""Liverpool competes with Arsenal""",0
"""Liverpool played against Arsenal"" entails ""Liverpool competed with Arsenal""",1
"""Liverpool is competing with Arsenal"" entails ""Liverpool is playing against Arsenal""",1
"""Liverpool is competing with Arsenal"" entails ""Liverpool was playing against Arsenal""",0
"""Liverpool is competing with Arsenal"" entails ""Liverpool has played against Arsenal""",0
"""Liverpool is competing with Arsenal"" entails ""Liverpool had played against Arsenal""",0
"""Liverpool is competing with Arsenal"" entails ""Liverpool will play against Arsenal""",0
"""Liverpool is competing with Arsenal"" entails ""Liverpool plays against Arsenal""",1
"""Liverpool is competing with Arsenal"" entails ""Liverpool played against Arsenal""",0
"""Liverpool was competing with Arsenal"" entails ""Liverpool is playing against Arsenal""",0
"""Liverpool was competing with Arsenal"" entails ""Liverpool was playing against Arsenal""",1
"""Liverpool was competing with Arsenal"" entails ""Liverpool has played against Arsenal""",0
"""Liverpool was competing with Arsenal"" entails ""Liverpool had played against Arsenal""",1
"""Liverpool was competing with Arsenal"" entails ""Liverpool will play against Arsenal""",0
"""Liverpool was competing with Arsenal"" entails ""Liverpool plays against Arsenal""",0
"""Liverpool was competing with Arsenal"" entails ""Liverpool played against Arsenal""",1
"""Liverpool has competed with Arsenal"" entails ""Liverpool is playing against Arsenal""",0
"""Liverpool has competed with Arsenal"" entails ""Liverpool was playing against Arsenal""",1
"""Liverpool has competed with Arsenal"" entails ""Liverpool has played against Arsenal""",1
"""Liverpool has competed with Arsenal"" entails ""Liverpool had played against Arsenal""",0
"""Liverpool has competed with Arsenal"" entails ""Liverpool will play against Arsenal""",0
"""Liverpool has competed with Arsenal"" entails ""Liverpool plays against Arsenal""",0
"""Liverpool has competed with Arsenal"" entails ""Liverpool played against Arsenal""",1
"""Liverpool had competed with Arsenal"" entails ""Liverpool is playing against Arsenal""",0
"""Liverpool had competed with Arsenal"" entails ""Liverpool was playing against Arsenal""",1
"""Liverpool had competed with Arsenal"" entails ""Liverpool has played against Arsenal""",0
"""Liverpool had competed with Arsenal"" entails ""Liverpool had played against Arsenal""",1
"""Liverpool had competed with Arsenal"" entails ""Liverpool will play against Arsenal""",0
"""Liverpool had competed with Arsenal"" entails ""Liverpool plays against Arsenal""",0
"""Liverpool had competed with Arsenal"" entails ""Liverpool played against Arsenal""",1
"""Liverpool will compete with Arsenal"" entails ""Liverpool is playing against Arsenal""",0
"""Liverpool will compete with Arsenal"" entails ""Liverpool was playing against Arsenal""",0
"""Liverpool will compete with Arsenal"" entails ""Liverpool has played against Arsenal""",0
"""Liverpool will compete with Arsenal"" entails ""Liverpool had played against Arsenal""",0
"""Liverpool will compete with Arsenal"" entails ""Liverpool will play against Arsenal""",1
"""Liverpool will compete with Arsenal"" entails ""Liverpool plays against Arsenal""",0
"""Liverpool will compete with Arsenal"" entails ""Liverpool played against Arsenal""",0
"""Liverpool competes with Arsenal"" entails ""Liverpool is playing against Arsenal""",1
"""Liverpool competes with Arsenal"" entails ""Liverpool was playing against Arsenal""",0
"""Liverpool competes with Arsenal"" entails ""Liverpool has played against Arsenal""",0
"""Liverpool competes with Arsenal"" entails ""Liverpool had played against Arsenal""",0
"""Liverpool competes with Arsenal"" entails ""Liverpool will play against Arsenal""",0
"""Liverpool competes with Arsenal"" entails ""Liverpool plays against Arsenal""",1
"""Liverpool competes with Arsenal"" entails ""Liverpool played against Arsenal""",0
"""Liverpool competed with Arsenal"" entails ""Liverpool is playing against Arsenal""",0
"""Liverpool competed with Arsenal"" entails ""Liverpool was playing against Arsenal""",1
"""Liverpool competed with Arsenal"" entails ""Liverpool has played against Arsenal""",0
"""Liverpool competed with Arsenal"" entails ""Liverpool had played against Arsenal""",1
"""Liverpool competed with Arsenal"" entails ""Liverpool will play against Arsenal""",0
"""Liverpool competed with Arsenal"" entails ""Liverpool plays against Arsenal""",0
"""Liverpool competed with Arsenal"" entails ""Liverpool played against Arsenal""",1
"""Cory is meeting with John"" entails ""Cory is discussing with John""",1
"""Cory is meeting with John"" entails ""Cory was discussing with John""",0
"""Cory is meeting with John"" entails ""Cory has discussed with John""",0
"""Cory is meeting with John"" entails ""Cory had discussed with John""",0
"""Cory is meeting with John"" entails ""Cory will discuss with John""",0
"""Cory is meeting with John"" entails ""Cory discusses with John""",1
"""Cory is meeting with John"" entails ""Cory discussed with John""",0
"""Cory was meeting with John"" entails ""Cory is discussing with John""",0
"""Cory was meeting with John"" entails ""Cory was discussing with John""",1
"""Cory was meeting with John"" entails ""Cory has discussed with John""",0
"""Cory was meeting with John"" entails ""Cory had discussed with John""",1
"""Cory was meeting with John"" entails ""Cory will discuss with John""",0
"""Cory was meeting with John"" entails ""Cory discusses with John""",0
"""Cory was meeting with John"" entails ""Cory discussed with John""",1
"""Cory has met with John"" entails ""Cory is discussing with John""",0
"""Cory has met with John"" entails ""Cory was discussing with John""",1
"""Cory has met with John"" entails ""Cory has discussed with John""",1
"""Cory has met with John"" entails ""Cory had discussed with John""",1
"""Cory has met with John"" entails ""Cory will discuss with John""",0
"""Cory has met with John"" entails ""Cory discusses with John""",0
"""Cory has met with John"" entails ""Cory discussed with John""",1
"""Cory had met with John"" entails ""Cory is discussing with John""",0
"""Cory had met with John"" entails ""Cory was discussing with John""",1
"""Cory had met with John"" entails ""Cory has discussed with John""",0
"""Cory had met with John"" entails ""Cory had discussed with John""",1
"""Cory had met with John"" entails ""Cory will discuss with John""",0
"""Cory had met with John"" entails ""Cory discusses with John""",0
"""Cory had met with John"" entails ""Cory discussed with John""",1
"""Cory will meet with John"" entails ""Cory is discussing with John""",0
"""Cory will meet with John"" entails ""Cory was discussing with John""",0
"""Cory will meet with John"" entails ""Cory has discussed with John""",0
"""Cory will meet with John"" entails ""Cory had discussed with John""",0
"""Cory will meet with John"" entails ""Cory will discuss with John""",1
"""Cory will meet with John"" entails ""Cory discusses with John""",0
"""Cory will meet with John"" entails ""Cory discussed with John""",0
"""Cory meets with John"" entails ""Cory is discussing with John""",1
"""Cory meets with John"" entails ""Cory was discussing with John""",0
"""Cory meets with John"" entails ""Cory has discussed with John""",0
"""Cory meets with John"" entails ""Cory had discussed with John""",0
"""Cory meets with John"" entails ""Cory will discuss with John""",0
"""Cory meets with John"" entails ""Cory discusses with John""",1
"""Cory meets with John"" entails ""Cory discussed with John""",0
"""Cory met with John"" entails ""Cory is discussing with John""",0
"""Cory met with John"" entails ""Cory was discussing with John""",1
"""Cory met with John"" entails ""Cory has discussed with John""",0
"""Cory met with John"" entails ""Cory had discussed with John""",1
"""Cory met with John"" entails ""Cory will discuss with John""",0
"""Cory met with John"" entails ""Cory discusses with John""",0
"""Cory met with John"" entails ""Cory discussed with John""",1
"""Cory is discussing with John"" entails ""Cory is meeting with John""",1
"""Cory is discussing with John"" entails ""Cory was meeting with John""",0
"""Cory is discussing with John"" entails ""Cory has met with John""",0
"""Cory is discussing with John"" entails ""Cory had met with John""",0
"""Cory is discussing with John"" entails ""Cory will meet with John""",0
"""Cory is discussing with John"" entails ""Cory meets with John""",1
"""Cory is discussing with John"" entails ""Cory met with John""",0
"""Cory was discussing with John"" entails ""Cory is meeting with John""",0
"""Cory was discussing with John"" entails ""Cory was meeting with John""",1
"""Cory was discussing with John"" entails ""Cory has met with John""",0
"""Cory was discussing with John"" entails ""Cory had met with John""",1
"""Cory was discussing with John"" entails ""Cory will meet with John""",0
"""Cory was discussing with John"" entails ""Cory meets with John""",0
"""Cory was discussing with John"" entails ""Cory met with John""",1
"""Cory has discussed with John"" entails ""Cory is meeting with John""",0
"""Cory has discussed with John"" entails ""Cory was meeting with John""",1
"""Cory has discussed with John"" entails ""Cory has met with John""",1
"""Cory has discussed with John"" entails ""Cory had met with John""",0
"""Cory has discussed with John"" entails ""Cory will meet with John""",0
"""Cory has discussed with John"" entails ""Cory meets with John""",0
"""Cory has discussed with John"" entails ""Cory met with John""",1
"""Cory had discussed with John"" entails ""Cory is meeting with John""",0
"""Cory had discussed with John"" entails ""Cory was meeting with John""",1
"""Cory had discussed with John"" entails ""Cory has met with John""",0
"""Cory had discussed with John"" entails ""Cory had met with John""",1
"""Cory had discussed with John"" entails ""Cory will meet with John""",0
"""Cory had discussed with John"" entails ""Cory meets with John""",0
"""Cory had discussed with John"" entails ""Cory met with John""",1
"""Cory will discuss with John"" entails ""Cory is meeting with John""",0
"""Cory will discuss with John"" entails ""Cory was meeting with John""",0
"""Cory will discuss with John"" entails ""Cory has met with John""",0
"""Cory will discuss with John"" entails ""Cory had met with John""",0
"""Cory will discuss with John"" entails ""Cory will meet with John""",1
"""Cory will discuss with John"" entails ""Cory meets with John""",0
"""Cory will discuss with John"" entails ""Cory met with John""",0
"""Cory discusses with John"" entails ""Cory is meeting with John""",1
"""Cory discusses with John"" entails ""Cory was meeting with John""",0
"""Cory discusses with John"" entails ""Cory has met with John""",0
"""Cory discusses with John"" entails ""Cory had met with John""",0
"""Cory discusses with John"" entails ""Cory will meet with John""",0
"""Cory discusses with John"" entails ""Cory meets with John""",1
"""Cory discusses with John"" entails ""Cory met with John""",0
"""Cory discussed with John"" entails ""Cory is meeting with John""",0
"""Cory discussed with John"" entails ""Cory was meeting with John""",1
"""Cory discussed with John"" entails ""Cory has met with John""",0
"""Cory discussed with John"" entails ""Cory had met with John""",1
"""Cory discussed with John"" entails ""Cory will meet with John""",0
"""Cory discussed with John"" entails ""Cory meets with John""",0
"""Cory discussed with John"" entails ""Cory met with John""",1
"""Bill is departing from London"" entails ""Bill is visiting London""",0
"""Bill is departing from London"" entails ""Bill was visiting London""",0
"""Bill is departing from London"" entails ""Bill has visited London""",0
"""Bill is departing from London"" entails ""Bill had visited London""",0
"""Bill is departing from London"" entails ""Bill will visit London""",0
"""Bill is departing from London"" entails ""Bill visits London""",0
"""Bill is departing from London"" entails ""Bill visited London""",0
"""Bill was departing from London"" entails ""Bill is visiting London""",0
"""Bill was departing from London"" entails ""Bill was visiting London""",0
"""Bill was departing from London"" entails ""Bill has visited London""",0
"""Bill was departing from London"" entails ""Bill had visited London""",0
"""Bill was departing from London"" entails ""Bill will visit London""",0
"""Bill was departing from London"" entails ""Bill visits London""",0
"""Bill was departing from London"" entails ""Bill visited London""",0
"""Bill has departed from London"" entails ""Bill is visiting London""",0
"""Bill has departed from London"" entails ""Bill was visiting London""",0
"""Bill has departed from London"" entails ""Bill has visited London""",0
"""Bill has departed from London"" entails ""Bill had visited London""",0
"""Bill has departed from London"" entails ""Bill will visit London""",0
"""Bill has departed from London"" entails ""Bill visits London""",0
"""Bill has departed from London"" entails ""Bill visited London""",0
"""Bill had departed from London"" entails ""Bill is visiting London""",0
"""Bill had departed from London"" entails ""Bill was visiting London""",0
"""Bill had departed from London"" entails ""Bill has visited London""",0
"""Bill had departed from London"" entails ""Bill had visited London""",0
"""Bill had departed from London"" entails ""Bill will visit London""",0
"""Bill had departed from London"" entails ""Bill visits London""",0
"""Bill had departed from London"" entails ""Bill visited London""",0
"""Bill will depart from London"" entails ""Bill is visiting London""",0
"""Bill will depart from London"" entails ""Bill was visiting London""",0
"""Bill will depart from London"" entails ""Bill has visited London""",0
"""Bill will depart from London"" entails ""Bill had visited London""",0
"""Bill will depart from London"" entails ""Bill will visit London""",0
"""Bill will depart from London"" entails ""Bill visits London""",0
"""Bill will depart from London"" entails ""Bill visited London""",0
"""Bill departs from London"" entails ""Bill is visiting London""",0
"""Bill departs from London"" entails ""Bill was visiting London""",0
"""Bill departs from London"" entails ""Bill has visited London""",0
"""Bill departs from London"" entails ""Bill had visited London""",0
"""Bill departs from London"" entails ""Bill will visit London""",0
"""Bill departs from London"" entails ""Bill visits London""",0
"""Bill departs from London"" entails ""Bill visited London""",0
"""Bill departed from London"" entails ""Bill is visiting London""",0
"""Bill departed from London"" entails ""Bill was visiting London""",0
"""Bill departed from London"" entails ""Bill has visited London""",0
"""Bill departed from London"" entails ""Bill had visited London""",0
"""Bill departed from London"" entails ""Bill will visit London""",0
"""Bill departed from London"" entails ""Bill visits London""",0
"""Bill departed from London"" entails ""Bill visited London""",0
"""Bill is visiting London"" entails ""Bill is departing from London""",0
"""Bill is visiting London"" entails ""Bill was departing from London""",0
"""Bill is visiting London"" entails ""Bill has departed from London""",0
"""Bill is visiting London"" entails ""Bill had departed from London""",0
"""Bill is visiting London"" entails ""Bill will depart from London""",1
"""Bill is visiting London"" entails ""Bill departs from London""",0
"""Bill is visiting London"" entails ""Bill departed from London""",0
"""Bill was visiting London"" entails ""Bill is departing from London""",0
"""Bill was visiting London"" entails ""Bill was departing from London""",1
"""Bill was visiting London"" entails ""Bill has departed from London""",0
"""Bill was visiting London"" entails ""Bill had departed from London""",1
"""Bill was visiting London"" entails ""Bill will depart from London""",0
"""Bill was visiting London"" entails ""Bill departs from London""",0
"""Bill was visiting London"" entails ""Bill departed from London""",1
"""Bill has visited London"" entails ""Bill is departing from London""",0
"""Bill has visited London"" entails ""Bill was departing from London""",1
"""Bill has visited London"" entails ""Bill has departed from London""",0
"""Bill has visited London"" entails ""Bill had departed from London""",1
"""Bill has visited London"" entails ""Bill will depart from London""",0
"""Bill has visited London"" entails ""Bill departs from London""",0
"""Bill has visited London"" entails ""Bill departed from London""",1
"""Bill had visited London"" entails ""Bill is departing from London""",0
"""Bill had visited London"" entails ""Bill was departing from London""",1
"""Bill had visited London"" entails ""Bill has departed from London""",0
"""Bill had visited London"" entails ""Bill had departed from London""",1
"""Bill had visited London"" entails ""Bill will depart from London""",0
"""Bill had visited London"" entails ""Bill departs from London""",0
"""Bill had visited London"" entails ""Bill departed from London""",1
"""Bill will visit London"" entails ""Bill is departing from London""",0
"""Bill will visit London"" entails ""Bill was departing from London""",0
"""Bill will visit London"" entails ""Bill has departed from London""",0
"""Bill will visit London"" entails ""Bill had departed from London""",0
"""Bill will visit London"" entails ""Bill will depart from London""",1
"""Bill will visit London"" entails ""Bill departs from London""",0
"""Bill will visit London"" entails ""Bill departed from London""",0
"""Bill visits London"" entails ""Bill is departing from London""",0
"""Bill visits London"" entails ""Bill was departing from London""",0
"""Bill visits London"" entails ""Bill has departed from London""",0
"""Bill visits London"" entails ""Bill had departed from London""",0
"""Bill visits London"" entails ""Bill will depart from London""",1
"""Bill visits London"" entails ""Bill departs from London""",0
"""Bill visits London"" entails ""Bill departed from London""",0
"""Bill visited London"" entails ""Bill is departing from London""",0
"""Bill visited London"" entails ""Bill was departing from London""",1
"""Bill visited London"" entails ""Bill has departed from London""",0
"""Bill visited London"" entails ""Bill had departed from London""",1
"""Bill visited London"" entails ""Bill will depart from London""",0
"""Bill visited London"" entails ""Bill departs from London""",0
"""Bill visited London"" entails ""Bill departed from London""",1
"""Airbus is producing the engine"" entails ""Airbus is shipping the engine""",0
"""Airbus is producing the engine"" entails ""Airbus was shipping the engine""",0
"""Airbus is producing the engine"" entails ""Airbus has shipped the engine""",0
"""Airbus is producing the engine"" entails ""Airbus had shipped the engine""",0
"""Airbus is producing the engine"" entails ""Airbus will ship the engine""",1
"""Airbus is producing the engine"" entails ""Airbus ships the engine""",0
"""Airbus is producing the engine"" entails ""Airbus shipped the engine""",0
"""Airbus was producing the engine"" entails ""Airbus is shipping the engine""",0
"""Airbus was producing the engine"" entails ""Airbus was shipping the engine""",1
"""Airbus was producing the engine"" entails ""Airbus has shipped the engine""",0
"""Airbus was producing the engine"" entails ""Airbus had shipped the engine""",1
"""Airbus was producing the engine"" entails ""Airbus will ship the engine""",0
"""Airbus was producing the engine"" entails ""Airbus ships the engine""",0
"""Airbus was producing the engine"" entails ""Airbus shipped the engine""",1
"""Airbus has produced the engine"" entails ""Airbus is shipping the engine""",1
"""Airbus has produced the engine"" entails ""Airbus was shipping the engine""",0
"""Airbus has produced the engine"" entails ""Airbus has shipped the engine""",0
"""Airbus has produced the engine"" entails ""Airbus had shipped the engine""",0
"""Airbus has produced the engine"" entails ""Airbus will ship the engine""",0
"""Airbus has produced the engine"" entails ""Airbus ships the engine""",1
"""Airbus has produced the engine"" entails ""Airbus shipped the engine""",0
"""Airbus had produced the engine"" entails ""Airbus is shipping the engine""",0
"""Airbus had produced the engine"" entails ""Airbus was shipping the engine""",1
"""Airbus had produced the engine"" entails ""Airbus has shipped the engine""",0
"""Airbus had produced the engine"" entails ""Airbus had shipped the engine""",1
"""Airbus had produced the engine"" entails ""Airbus will ship the engine""",0
"""Airbus had produced the engine"" entails ""Airbus ships the engine""",0
"""Airbus had produced the engine"" entails ""Airbus shipped the engine""",1
"""Airbus will produce the engine"" entails ""Airbus is shipping the engine""",0
"""Airbus will produce the engine"" entails ""Airbus was shipping the engine""",0
"""Airbus will produce the engine"" entails ""Airbus has shipped the engine""",0
"""Airbus will produce the engine"" entails ""Airbus had shipped the engine""",0
"""Airbus will produce the engine"" entails ""Airbus will ship the engine""",1
"""Airbus will produce the engine"" entails ""Airbus ships the engine""",0
"""Airbus will produce the engine"" entails ""Airbus shipped the engine""",0
"""Airbus produces the engine"" entails ""Airbus is shipping the engine""",1
"""Airbus produces the engine"" entails ""Airbus was shipping the engine""",0
"""Airbus produces the engine"" entails ""Airbus has shipped the engine""",0
"""Airbus produces the engine"" entails ""Airbus had shipped the engine""",0
"""Airbus produces the engine"" entails ""Airbus will ship the engine""",0
"""Airbus produces the engine"" entails ""Airbus ships the engine""",1
"""Airbus produces the engine"" entails ""Airbus shipped the engine""",0
"""Airbus produced the engine"" entails ""Airbus is shipping the engine""",0
"""Airbus produced the engine"" entails ""Airbus was shipping the engine""",1
"""Airbus produced the engine"" entails ""Airbus has shipped the engine""",0
"""Airbus produced the engine"" entails ""Airbus had shipped the engine""",1
"""Airbus produced the engine"" entails ""Airbus will ship the engine""",0
"""Airbus produced the engine"" entails ""Airbus ships the engine""",0
"""Airbus produced the engine"" entails ""Airbus shipped the engine""",1
"""Airbus is shipping the engine"" entails ""Airbus is producing the engine""",0
"""Airbus is shipping the engine"" entails ""Airbus was producing the engine""",0
"""Airbus is shipping the engine"" entails ""Airbus has produced the engine""",0
"""Airbus is shipping the engine"" entails ""Airbus had produced the engine""",0
"""Airbus is shipping the engine"" entails ""Airbus will produce the engine""",0
"""Airbus is shipping the engine"" entails ""Airbus produces the engine""",0
"""Airbus is shipping the engine"" entails ""Airbus produced the engine""",0
"""Airbus was shipping the engine"" entails ""Airbus is producing the engine""",0
"""Airbus was shipping the engine"" entails ""Airbus was producing the engine""",0
"""Airbus was shipping the engine"" entails ""Airbus has produced the engine""",0
"""Airbus was shipping the engine"" entails ""Airbus had produced the engine""",0
"""Airbus was shipping the engine"" entails ""Airbus will produce the engine""",0
"""Airbus was shipping the engine"" entails ""Airbus produces the engine""",0
"""Airbus was shipping the engine"" entails ""Airbus produced the engine""",0
"""Airbus has shipped the engine"" entails ""Airbus is producing the engine""",0
"""Airbus has shipped the engine"" entails ""Airbus was producing the engine""",0
"""Airbus has shipped the engine"" entails ""Airbus has produced the engine""",0
"""Airbus has shipped the engine"" entails ""Airbus had produced the engine""",0
"""Airbus has shipped the engine"" entails ""Airbus will produce the engine""",0
"""Airbus has shipped the engine"" entails ""Airbus produces the engine""",0
"""Airbus has shipped the engine"" entails ""Airbus produced the engine""",0
"""Airbus had shipped the engine"" entails ""Airbus is producing the engine""",0
"""Airbus had shipped the engine"" entails ""Airbus was producing the engine""",0
"""Airbus had shipped the engine"" entails ""Airbus has produced the engine""",0
"""Airbus had shipped the engine"" entails ""Airbus had produced the engine""",0
"""Airbus had shipped the engine"" entails ""Airbus will produce the engine""",0
"""Airbus had shipped the engine"" entails ""Airbus produces the engine""",0
"""Airbus had shipped the engine"" entails ""Airbus produced the engine""",0
"""Airbus will ship the engine"" entails ""Airbus is producing the engine""",0
"""Airbus will ship the engine"" entails ""Airbus was producing the engine""",0
"""Airbus will ship the engine"" entails ""Airbus has produced the engine""",0
"""Airbus will ship the engine"" entails ""Airbus had produced the engine""",0
"""Airbus will ship the engine"" entails ""Airbus will produce the engine""",0
"""Airbus will ship the engine"" entails ""Airbus produces the engine""",0
"""Airbus will ship the engine"" entails ""Airbus produced the engine""",0
"""Airbus ships the engine"" entails ""Airbus is producing the engine""",0
"""Airbus ships the engine"" entails ""Airbus was producing the engine""",0
"""Airbus ships the engine"" entails ""Airbus has produced the engine""",0
"""Airbus ships the engine"" entails ""Airbus had produced the engine""",0
"""Airbus ships the engine"" entails ""Airbus will produce the engine""",0
"""Airbus ships the engine"" entails ""Airbus produces the engine""",0
"""Airbus ships the engine"" entails ""Airbus produced the engine""",0
"""Airbus shipped the engine"" entails ""Airbus is producing the engine""",0
"""Airbus shipped the engine"" entails ""Airbus was producing the engine""",0
"""Airbus shipped the engine"" entails ""Airbus has produced the engine""",0
"""Airbus shipped the engine"" entails ""Airbus had produced the engine""",0
"""Airbus shipped the engine"" entails ""Airbus will produce the engine""",0
"""Airbus shipped the engine"" entails ""Airbus produces the engine""",0
"""Airbus shipped the engine"" entails ""Airbus produced the engine""",0
"""Mary has had the letter"" entails ""Mary is collecting the letter""",0
"""Mary has had the letter"" entails ""Mary was collecting the letter""",0
"""Mary has had the letter"" entails ""Mary has collected the letter""",0
"""Mary has had the letter"" entails ""Mary had collected the letter""",0
"""Mary has had the letter"" entails ""Mary will collect the letter""",0
"""Mary has had the letter"" entails ""Mary collects the letter""",0
"""Mary has had the letter"" entails ""Mary collected the letter""",0
"""Mary had had the letter"" entails ""Mary is collecting the letter""",0
"""Mary had had the letter"" entails ""Mary was collecting the letter""",0
"""Mary had had the letter"" entails ""Mary has collected the letter""",0
"""Mary had had the letter"" entails ""Mary had collected the letter""",0
"""Mary had had the letter"" entails ""Mary will collect the letter""",0
"""Mary had had the letter"" entails ""Mary collects the letter""",0
"""Mary had had the letter"" entails ""Mary collected the letter""",0
"""Mary will have the letter"" entails ""Mary is collecting the letter""",0
"""Mary will have the letter"" entails ""Mary was collecting the letter""",0
"""Mary will have the letter"" entails ""Mary has collected the letter""",0
"""Mary will have the letter"" entails ""Mary had collected the letter""",0
"""Mary will have the letter"" entails ""Mary will collect the letter""",0
"""Mary will have the letter"" entails ""Mary collects the letter""",0
"""Mary will have the letter"" entails ""Mary collected the letter""",0
"""Mary has the letter"" entails ""Mary is collecting the letter""",0
"""Mary has the letter"" entails ""Mary was collecting the letter""",0
