ID	EID	Completed	Modal_Verb	Original_Sentence	Marked_Sentence_English	Marked_Sentence_Japanese	Source_Modal	Annotation_Notes	Tested_Modal	Transformation_Strategy	Transformation_Category	Palmer_Annotations	Quirk_Annotations	Palmer_Expected	Quirk_Expected	Grammaticality_Expected
8015f241678321a7d1a9864b47110ec3afec7405643aea38d0552cceacbe0350_alt_would	8015f241678321a7d1a9864b47110ec3afec7405643aea38d0552cceacbe0350	0	would	That is great! Congratulations and well done. He must practice long and hard to get to that stage in the game.	That is great! Congratulations and well done. He *would* practice long and hard to get to that stage in the game.		must	Modal substitution: 'must' → 'would'. Strategy: necessity_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	necessity_to_conditional_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
8015f241678321a7d1a9864b47110ec3afec7405643aea38d0552cceacbe0350_alt_ought_to	8015f241678321a7d1a9864b47110ec3afec7405643aea38d0552cceacbe0350	0	ought to	That is great! Congratulations and well done. He must practice long and hard to get to that stage in the game.	That is great! Congratulations and well done. He *ought to* practice long and hard to get to that stage in the game.		must	Modal substitution: 'must' → 'ought to'. Strategy: necessity_to_advice. Please verify grammaticality and classify modal categories.	ought to	necessity_to_advice	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd	b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd	1	none	Haha! That is hilarious from my perspective, but must have been embarrassing for you! What did you do?	Haha! That is hilarious from my perspective, but that was embarrassing for you! What did you do?		must	replace: 'must have been' -> 'that was'	none	none	original	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	epistemic	necessity	yes
b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd_orig	b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd	1	must	Haha! That is hilarious from my perspective, but must have been embarrassing for you! What did you do?	Haha! That is hilarious from my perspective, but *must* have been embarrassing for you! What did you do?		must	Original sentence from dataset. Modal: 'must'. Verified and complete.	must	original	original	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	epistemic	necessity	yes
b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd_alt_can	b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd	0	can	Haha! That is hilarious from my perspective, but must have been embarrassing for you! What did you do?	Haha! That is hilarious from my perspective, but *can* have been embarrassing for you! What did you do?		must	Modal substitution: 'must' → 'can'. Strategy: necessity_to_ability_substitution. Please verify grammaticality and classify modal categories.	can	necessity_to_ability_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd_alt_could	b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd	0	could	Haha! That is hilarious from my perspective, but must have been embarrassing for you! What did you do?	Haha! That is hilarious from my perspective, but *could* have been embarrassing for you! What did you do?		must	Modal substitution: 'must' → 'could'. Strategy: necessity_to_ability_substitution. Please verify grammaticality and classify modal categories.	could	necessity_to_ability_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd_alt_may	b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd	0	may	Haha! That is hilarious from my perspective, but must have been embarrassing for you! What did you do?	Haha! That is hilarious from my perspective, but *may* have been embarrassing for you! What did you do?		must	Modal substitution: 'must' → 'may'. Strategy: necessity_to_permission. Please verify grammaticality and classify modal categories.	may	necessity_to_permission	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd_alt_might	b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd	0	might	Haha! That is hilarious from my perspective, but must have been embarrassing for you! What did you do?	Haha! That is hilarious from my perspective, but *might* have been embarrassing for you! What did you do?		must	Modal substitution: 'must' → 'might'. Strategy: necessity_to_possibility. Please verify grammaticality and classify modal categories.	might	necessity_to_possibility	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	partial
b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd_alt_shall	b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd	0	shall	Haha! That is hilarious from my perspective, but must have been embarrassing for you! What did you do?	Haha! That is hilarious from my perspective, but *shall* have been embarrassing for you! What did you do?		must	Modal substitution: 'must' → 'shall'. Strategy: necessity_to_obligation_substitution. Please verify grammaticality and classify modal categories.	shall	necessity_to_obligation_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd_alt_should	b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd	0	should	Haha! That is hilarious from my perspective, but must have been embarrassing for you! What did you do?	Haha! That is hilarious from my perspective, but *should* have been embarrassing for you! What did you do?		must	Modal substitution: 'must' → 'should'. Strategy: necessity_to_advice. Please verify grammaticality and classify modal categories.	should	necessity_to_advice	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd_alt_will	b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd	0	will	Haha! That is hilarious from my perspective, but must have been embarrassing for you! What did you do?	Haha! That is hilarious from my perspective, but *will* have been embarrassing for you! What did you do?		must	Modal substitution: 'must' → 'will'. Strategy: necessity_to_prediction_substitution. Please verify grammaticality and classify modal categories.	will	necessity_to_prediction_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd_alt_would	b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd	0	would	Haha! That is hilarious from my perspective, but must have been embarrassing for you! What did you do?	Haha! That is hilarious from my perspective, but *would* have been embarrassing for you! What did you do?		must	Modal substitution: 'must' → 'would'. Strategy: necessity_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	necessity_to_conditional_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd_alt_ought_to	b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd	0	ought to	Haha! That is hilarious from my perspective, but must have been embarrassing for you! What did you do?	Haha! That is hilarious from my perspective, but *ought to* have been embarrassing for you! What did you do?		must	Modal substitution: 'must' → 'ought to'. Strategy: necessity_to_advice. Please verify grammaticality and classify modal categories.	ought to	necessity_to_advice	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0	a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0	1	none	i agree 100%, you make a commitment, should stick too it	I agree 100%. If you make a commitment, you stick to it.		should	replace: 'i' -> 'I'; replace: '100%,' -> '100%. If'; replace: 'should' -> 'you'; replace: 'too it' -> 'to it.'	none	none	original	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	deontic	obligation	yes
a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0_orig	a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0	1	should	i agree 100%, you make a commitment, should stick too it	i agree 100%, you make a commitment, *should* stick too it		should	Original sentence from dataset. Modal: 'should'. Verified and complete.	should	original	original	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	deontic	obligation	yes
a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0_alt_can	a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0	0	can	i agree 100%, you make a commitment, should stick too it	i agree 100%, you make a commitment, *can* stick too it		should	Modal substitution: 'should' → 'can'. Strategy: advice_to_possibility. Please verify grammaticality and classify modal categories.	can	advice_to_possibility	entailment	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	partial
a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0_alt_could	a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0	0	could	i agree 100%, you make a commitment, should stick too it	i agree 100%, you make a commitment, *could* stick too it		should	Modal substitution: 'should' → 'could'. Strategy: advice_to_ability_substitution. Please verify grammaticality and classify modal categories.	could	advice_to_ability_substitution	substitution	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0_alt_may	a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0	0	may	i agree 100%, you make a commitment, should stick too it	i agree 100%, you make a commitment, *may* stick too it		should	Modal substitution: 'should' → 'may'. Strategy: advice_to_permission. Please verify grammaticality and classify modal categories.	may	advice_to_permission	entailment	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0_alt_might	a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0	0	might	i agree 100%, you make a commitment, should stick too it	i agree 100%, you make a commitment, *might* stick too it		should	Modal substitution: 'should' → 'might'. Strategy: advice_to_possibility. Please verify grammaticality and classify modal categories.	might	advice_to_possibility	entailment	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	partial
a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0_alt_must	a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0	0	must	i agree 100%, you make a commitment, should stick too it	i agree 100%, you make a commitment, *must* stick too it		should	Modal substitution: 'should' → 'must'. Strategy: advice_to_necessity. Please verify grammaticality and classify modal categories.	must	advice_to_necessity	entailment	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0_alt_shall	a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0	0	shall	i agree 100%, you make a commitment, should stick too it	i agree 100%, you make a commitment, *shall* stick too it		should	Modal substitution: 'should' → 'shall'. Strategy: advice_to_obligation_substitution. Please verify grammaticality and classify modal categories.	shall	advice_to_obligation_substitution	substitution	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0_alt_will	a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0	0	will	i agree 100%, you make a commitment, should stick too it	i agree 100%, you make a commitment, *will* stick too it		should	Modal substitution: 'should' → 'will'. Strategy: advice_to_prediction_substitution. Please verify grammaticality and classify modal categories.	will	advice_to_prediction_substitution	substitution	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0_alt_would	a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0	0	would	i agree 100%, you make a commitment, should stick too it	i agree 100%, you make a commitment, *would* stick too it		should	Modal substitution: 'should' → 'would'. Strategy: advice_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	advice_to_conditional_substitution	substitution	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0_alt_ought_to	a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0	0	ought to	i agree 100%, you make a commitment, should stick too it	i agree 100%, you make a commitment, *ought to* stick too it		should	Modal substitution: 'should' → 'ought to'. Strategy: advice_paraphrase. Please verify grammaticality and classify modal categories.	ought to	advice_paraphrase	substitution	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef	fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef	1	none	that is rude of them, they should at least wave a thank you or something	That is rude of them. They owe at least a thank-you wave or something.		should	replace: 'that' -> 'That'; replace: 'them, they should' -> 'them. They owe'; add: 'a thank-you'; remove: 'a thank you'; replace: 'something' -> 'something.'	none	none	original	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	deontic	obligation	yes
fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef_orig	fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef	1	should	that is rude of them, they should at least wave a thank you or something	that is rude of them, they *should* at least wave a thank you or something		should	Original sentence from dataset. Modal: 'should'. Verified and complete.	should	original	original	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	deontic	obligation	yes
fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef_alt_can	fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef	0	can	that is rude of them, they should at least wave a thank you or something	that is rude of them, they *can* at least wave a thank you or something		should	Modal substitution: 'should' → 'can'. Strategy: advice_to_possibility. Please verify grammaticality and classify modal categories.	can	advice_to_possibility	entailment	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	partial
fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef_alt_could	fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef	0	could	that is rude of them, they should at least wave a thank you or something	that is rude of them, they *could* at least wave a thank you or something		should	Modal substitution: 'should' → 'could'. Strategy: advice_to_ability_substitution. Please verify grammaticality and classify modal categories.	could	advice_to_ability_substitution	substitution	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef_alt_may	fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef	0	may	that is rude of them, they should at least wave a thank you or something	that is rude of them, they *may* at least wave a thank you or something		should	Modal substitution: 'should' → 'may'. Strategy: advice_to_permission. Please verify grammaticality and classify modal categories.	may	advice_to_permission	entailment	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef_alt_might	fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef	0	might	that is rude of them, they should at least wave a thank you or something	that is rude of them, they *might* at least wave a thank you or something		should	Modal substitution: 'should' → 'might'. Strategy: advice_to_possibility. Please verify grammaticality and classify modal categories.	might	advice_to_possibility	entailment	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	partial
fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef_alt_must	fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef	0	must	that is rude of them, they should at least wave a thank you or something	that is rude of them, they *must* at least wave a thank you or something		should	Modal substitution: 'should' → 'must'. Strategy: advice_to_necessity. Please verify grammaticality and classify modal categories.	must	advice_to_necessity	entailment	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef_alt_shall	fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef	0	shall	that is rude of them, they should at least wave a thank you or something	that is rude of them, they *shall* at least wave a thank you or something		should	Modal substitution: 'should' → 'shall'. Strategy: advice_to_obligation_substitution. Please verify grammaticality and classify modal categories.	shall	advice_to_obligation_substitution	substitution	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef_alt_will	fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef	0	will	that is rude of them, they should at least wave a thank you or something	that is rude of them, they *will* at least wave a thank you or something		should	Modal substitution: 'should' → 'will'. Strategy: advice_to_prediction_substitution. Please verify grammaticality and classify modal categories.	will	advice_to_prediction_substitution	substitution	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef_alt_would	fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef	0	would	that is rude of them, they should at least wave a thank you or something	that is rude of them, they *would* at least wave a thank you or something		should	Modal substitution: 'should' → 'would'. Strategy: advice_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	advice_to_conditional_substitution	substitution	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef_alt_ought_to	fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef	0	ought to	that is rude of them, they should at least wave a thank you or something	that is rude of them, they *ought to* at least wave a thank you or something		should	Modal substitution: 'should' → 'ought to'. Strategy: advice_paraphrase. Please verify grammaticality and classify modal categories.	ought to	advice_paraphrase	substitution	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b	4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b	1	none	i have 4 outstanding kids returning to my team, this season should be great	I have 4 outstanding kids returning to my team. This season looks great.		should	replace: 'i' -> 'I'; replace: 'team, this' -> 'team. This'; replace: 'should be great' -> 'looks great.'	none	none	original	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""prediction"", ""prediction"", ""prediction""]"	epistemic	prediction	yes
4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b_orig	4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b	1	should	i have 4 outstanding kids returning to my team, this season should be great	i have 4 outstanding kids returning to my team, this season *should* be great		should	Original sentence from dataset. Modal: 'should'. Verified and complete.	should	original	original	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""prediction"", ""prediction"", ""prediction""]"	epistemic	prediction	yes
4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b_alt_can	4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b	0	can	i have 4 outstanding kids returning to my team, this season should be great	i have 4 outstanding kids returning to my team, this season *can* be great		should	Modal substitution: 'should' → 'can'. Strategy: advice_to_possibility. Please verify grammaticality and classify modal categories.	can	advice_to_possibility	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""prediction"", ""prediction"", ""prediction""]"	unknown	unknown	partial
4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b_alt_could	4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b	0	could	i have 4 outstanding kids returning to my team, this season should be great	i have 4 outstanding kids returning to my team, this season *could* be great		should	Modal substitution: 'should' → 'could'. Strategy: advice_to_ability_substitution. Please verify grammaticality and classify modal categories.	could	advice_to_ability_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""prediction"", ""prediction"", ""prediction""]"	unknown	unknown	yes
4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b_alt_may	4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b	0	may	i have 4 outstanding kids returning to my team, this season should be great	i have 4 outstanding kids returning to my team, this season *may* be great		should	Modal substitution: 'should' → 'may'. Strategy: advice_to_permission. Please verify grammaticality and classify modal categories.	may	advice_to_permission	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""prediction"", ""prediction"", ""prediction""]"	unknown	unknown	yes
4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b_alt_might	4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b	0	might	i have 4 outstanding kids returning to my team, this season should be great	i have 4 outstanding kids returning to my team, this season *might* be great		should	Modal substitution: 'should' → 'might'. Strategy: advice_to_possibility. Please verify grammaticality and classify modal categories.	might	advice_to_possibility	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""prediction"", ""prediction"", ""prediction""]"	unknown	unknown	partial
4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b_alt_must	4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b	0	must	i have 4 outstanding kids returning to my team, this season should be great	i have 4 outstanding kids returning to my team, this season *must* be great		should	Modal substitution: 'should' → 'must'. Strategy: advice_to_necessity. Please verify grammaticality and classify modal categories.	must	advice_to_necessity	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""prediction"", ""prediction"", ""prediction""]"	unknown	unknown	yes
4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b_alt_shall	4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b	0	shall	i have 4 outstanding kids returning to my team, this season should be great	i have 4 outstanding kids returning to my team, this season *shall* be great		should	Modal substitution: 'should' → 'shall'. Strategy: advice_to_obligation_substitution. Please verify grammaticality and classify modal categories.	shall	advice_to_obligation_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""prediction"", ""prediction"", ""prediction""]"	unknown	unknown	yes
4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b_alt_will	4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b	0	will	i have 4 outstanding kids returning to my team, this season should be great	i have 4 outstanding kids returning to my team, this season *will* be great		should	Modal substitution: 'should' → 'will'. Strategy: advice_to_prediction_substitution. Please verify grammaticality and classify modal categories.	will	advice_to_prediction_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""prediction"", ""prediction"", ""prediction""]"	unknown	unknown	yes
4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b_alt_would	4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b	0	would	i have 4 outstanding kids returning to my team, this season should be great	i have 4 outstanding kids returning to my team, this season *would* be great		should	Modal substitution: 'should' → 'would'. Strategy: advice_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	advice_to_conditional_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""prediction"", ""prediction"", ""prediction""]"	unknown	unknown	yes
4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b_alt_ought_to	4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b	0	ought to	i have 4 outstanding kids returning to my team, this season should be great	i have 4 outstanding kids returning to my team, this season *ought to* be great		should	Modal substitution: 'should' → 'ought to'. Strategy: advice_paraphrase. Please verify grammaticality and classify modal categories.	ought to	advice_paraphrase	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""prediction"", ""prediction"", ""prediction""]"	unknown	unknown	yes
ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5	ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5	1	none	You should not be jealous. There is no need for that	Don't be jealous. There is no need for that.		should	replace: 'You should not' -> 'Don't'; replace: 'that' -> 'that.'	none	none	original	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	deontic	obligation	yes
ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5_orig	ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5	1	should	You should not be jealous. There is no need for that	You *should* not be jealous. There is no need for that		should	Original sentence from dataset. Modal: 'should'. Verified and complete.	should	original	original	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	deontic	obligation	yes
ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5_alt_can	ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5	0	can	You should not be jealous. There is no need for that	You *can* not be jealous. There is no need for that		should	Modal substitution: 'should' → 'can'. Strategy: advice_to_possibility. Please verify grammaticality and classify modal categories.	can	advice_to_possibility	entailment	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	partial
ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5_alt_could	ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5	0	could	You should not be jealous. There is no need for that	You *could* not be jealous. There is no need for that		should	Modal substitution: 'should' → 'could'. Strategy: advice_to_ability_substitution. Please verify grammaticality and classify modal categories.	could	advice_to_ability_substitution	substitution	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5_alt_may	ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5	0	may	You should not be jealous. There is no need for that	You *may* not be jealous. There is no need for that		should	Modal substitution: 'should' → 'may'. Strategy: advice_to_permission. Please verify grammaticality and classify modal categories.	may	advice_to_permission	entailment	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	yes
ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5_alt_might	ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5	0	might	You should not be jealous. There is no need for that	You *might* not be jealous. There is no need for that		should	Modal substitution: 'should' → 'might'. Strategy: advice_to_possibility. Please verify grammaticality and classify modal categories.	might	advice_to_possibility	entailment	"[""deontic"", ""deontic"", ""deontic""]"	"[""obligation"", ""obligation"", ""obligation""]"	unknown	unknown	partial
